fecha_hora,codigo,h,t,pr,vv,vv_max,dv,dv_max,p,calidad
2019-01-01 00:00:00,73.0,-250.12,-287.27,296.55,-299.39,-299.2,-215.33,-214.55,-299.7,46.0
2019-01-01 01:00:00,73.0,-285.74,-321.62,227.27,-332.42,-332.22,-243.0,-251.4,-333.0,53.5
2019-01-01 02:00:00,73.0,72.8,16.79,850.57,0.57,0.84,148.18,156.58,0.0,1.0
2019-01-01 03:00:00,73.0,73.29,16.42,850.58,0.71,1.08,74.1,79.62,0.0,1.0
2019-01-01 04:00:00,73.0,69.83,16.57,851.05,0.58,0.88,107.23,105.2,0.0,1.0
2019-01-01 05:00:00,73.0,74.79,15.56,851.57,0.4,0.64,145.15,135.78,0.0,1.0
2019-01-01 06:00:00,73.0,76.21,15.18,852.12,0.36,0.55,144.92,145.7,0.0,1.0
2019-01-01 07:00:00,73.0,74.38,15.67,852.49,0.79,1.0,172.1,168.1,0.0,1.0
2019-01-01 08:00:00,73.0,57.37,19.7,852.42,1.0,1.37,192.6,191.6,0.0,1.0
2019-01-01 09:00:00,73.0,43.86,23.7,851.92,0.8,1.3,200.08,191.72,0.0,1.0
2019-01-01 10:00:00,73.0,33.18,26.41,851.08,1.96,2.95,81.2,87.57,0.0,1.0
2019-01-01 11:00:00,73.0,26.34,28.81,849.94,2.51,4.24,130.13,97.28,0.0,1.0
2019-01-01 12:00:00,73.0,23.93,29.82,848.96,2.96,4.9,121.73,99.8,0.0,1.0
2019-01-01 13:00:00,73.0,21.03,30.2,848.06,2.73,4.68,131.3,116.68,0.0,1.0
2019-01-01 14:00:00,73.0,20.82,30.45,847.54,2.58,4.85,130.0,141.57,0.0,1.0
2019-01-01 15:00:00,73.0,21.56,30.16,847.42,2.4,4.47,93.1,113.55,0.0,1.0
2019-01-01 16:00:00,73.0,23.59,29.6,847.62,3.36,5.55,58.1,54.97,0.0,1.0
2019-01-01 17:00:00,73.0,39.02,27.17,848.21,3.78,6.62,96.22,97.97,0.0,1.0
2019-01-01 18:00:00,73.0,53.83,24.48,849.18,3.72,5.84,60.88,98.27,0.0,1.0
2019-01-01 19:00:00,73.0,61.65,22.87,850.45,1.16,2.21,130.32,114.4,0.0,1.0
2019-01-01 20:00:00,73.0,67.11,21.72,851.54,1.63,2.59,66.67,63.52,0.0,1.0
2019-01-01 21:00:00,73.0,71.06,20.63,852.12,0.72,1.35,159.97,170.85,0.0,1.0
2019-01-01 22:00:00,73.0,74.24,19.86,852.27,0.83,1.28,172.55,181.73,0.0,1.0
2019-01-01 23:00:00,73.0,77.08,19.25,852.14,0.9,1.35,100.7,108.52,0.0,1.0
2019-01-02 00:00:00,73.0,78.35,18.5,851.55,0.48,0.68,175.6,165.25,0.0,1.0
2019-01-02 01:00:00,73.0,76.96,17.69,850.81,0.54,0.85,121.75,120.07,0.0,1.0
2019-01-02 02:00:00,73.0,77.25,17.57,850.48,1.08,1.57,71.53,67.7,0.0,1.0
2019-01-02 03:00:00,73.0,75.7,17.26,850.46,0.97,1.34,67.22,76.97,0.0,1.0
2019-01-02 04:00:00,73.0,77.21,16.46,850.79,0.55,0.84,160.48,165.6,0.0,1.0
2019-01-02 05:00:00,73.0,77.8,16.08,851.33,0.76,1.12,118.18,121.4,0.0,1.0
2019-01-02 06:00:00,73.0,78.47,15.84,852.12,0.74,1.02,89.25,95.37,0.0,1.0
2019-01-02 07:00:00,73.0,75.31,16.74,852.87,0.92,1.3,94.17,94.08,0.0,1.0
2019-01-02 08:00:00,73.0,59.23,20.26,853.09,1.36,1.95,108.37,113.13,0.0,1.0
2019-01-02 09:00:00,73.0,47.2,23.0,852.76,2.83,3.93,43.13,51.03,0.0,1.0
2019-01-02 10:00:00,73.0,40.87,24.98,851.98,2.71,4.14,58.07,54.38,0.0,1.0
2019-01-02 11:00:00,73.0,34.59,26.78,850.96,3.48,5.39,31.12,72.83,0.0,1.0
2019-01-02 12:00:00,73.0,28.47,28.3,849.93,3.95,5.91,57.72,87.9,0.0,1.0
2019-01-02 13:00:00,73.0,24.55,29.24,848.8,3.7,5.91,94.63,77.43,0.0,1.0
2019-01-02 14:00:00,73.0,22.06,29.73,848.04,4.27,6.85,121.08,63.97,0.0,1.0
2019-01-02 15:00:00,73.0,20.17,29.67,847.86,3.83,6.32,58.18,77.13,0.0,1.0
2019-01-02 16:00:00,73.0,21.86,28.95,848.33,2.21,3.87,79.78,90.52,0.0,1.0
2019-01-02 17:00:00,73.0,23.79,27.65,848.87,1.41,2.53,83.33,78.9,0.0,1.0
2019-01-02 18:00:00,73.0,31.75,24.94,849.86,1.24,2.09,96.07,104.5,0.0,1.0
2019-01-02 19:00:00,73.0,48.72,22.39,851.14,0.67,1.44,168.62,136.38,0.0,1.0
2019-01-02 20:00:00,73.0,58.69,21.12,852.22,1.55,2.36,99.47,98.27,0.0,1.0
2019-01-02 21:00:00,73.0,61.52,20.54,852.48,1.16,1.76,89.52,82.13,0.0,1.0
2019-01-02 22:00:00,73.0,66.04,19.53,852.66,1.17,1.66,105.72,105.45,0.0,1.0
2019-01-02 23:00:00,73.0,65.53,18.92,852.58,0.82,1.25,132.58,128.77,0.0,1.0
2019-01-03 00:00:00,73.0,67.75,18.21,852.31,0.76,1.13,127.58,123.95,0.0,1.0
2019-01-03 01:00:00,73.0,65.26,18.09,851.78,1.1,1.66,94.43,92.0,0.0,1.0
2019-01-03 02:00:00,73.0,66.56,17.58,851.62,0.77,1.17,172.77,165.15,0.0,1.0
2019-01-03 03:00:00,73.0,68.89,16.75,851.81,0.8,1.18,141.2,141.42,0.0,1.0
2019-01-03 04:00:00,73.0,68.89,16.57,852.2,0.71,1.06,129.53,116.72,0.0,1.0
2019-01-03 05:00:00,73.0,71.34,16.06,852.78,0.81,1.14,102.2,90.48,0.0,1.0
2019-01-03 06:00:00,73.0,71.84,15.82,853.53,0.49,0.78,122.28,119.92,0.0,1.0
2019-01-03 07:00:00,73.0,65.7,17.12,854.38,1.16,1.58,125.48,125.08,0.0,1.0
2019-01-03 08:00:00,73.0,54.65,20.46,854.55,1.5,2.06,92.8,93.22,0.0,1.0
2019-01-03 09:00:00,73.0,41.95,23.4,854.13,2.84,4.04,59.77,44.75,0.0,1.0
2019-01-03 10:00:00,73.0,32.0,26.16,853.48,2.14,3.42,112.98,96.8,0.0,1.0
2019-01-03 11:00:00,73.0,27.3,27.76,852.62,2.91,4.92,123.92,129.72,0.0,1.0
2019-01-03 12:00:00,73.0,26.04,28.31,851.94,3.04,5.16,111.78,101.08,0.0,1.0
2019-01-03 13:00:00,73.0,25.94,28.7,851.25,2.15,3.95,161.2,163.0,0.0,1.0
2019-01-03 14:00:00,73.0,25.55,28.54,850.54,2.48,4.36,120.87,120.22,0.0,1.0
2019-01-03 15:00:00,73.0,24.92,28.74,850.26,1.97,3.59,137.13,128.73,0.0,1.0
2019-01-03 16:00:00,73.0,27.58,28.04,850.52,1.87,3.43,75.32,80.7,0.0,1.0
2019-01-03 17:00:00,73.0,30.26,27.03,851.14,2.49,3.98,75.47,88.63,0.0,1.0
2019-01-03 18:00:00,73.0,34.49,25.31,852.0,2.04,2.74,91.08,99.88,0.0,1.0
2019-01-03 19:00:00,73.0,40.33,23.63,852.63,1.33,1.97,138.07,139.52,0.0,1.0
2019-01-03 20:00:00,73.0,47.72,21.48,853.29,1.12,1.7,103.33,101.03,0.0,1.0
2019-01-03 21:00:00,73.0,50.0,20.87,853.91,2.05,2.93,71.52,68.1,0.0,1.0
2019-01-03 22:00:00,73.0,56.02,19.88,854.35,2.46,3.38,68.57,65.07,0.0,1.0
2019-01-03 23:00:00,73.0,61.04,19.14,854.6,1.89,2.57,78.48,76.25,0.0,1.0
2019-01-04 00:00:00,73.0,62.53,18.87,854.44,2.02,2.72,100.63,100.42,0.0,1.0
2019-01-04 01:00:00,73.0,63.01,18.98,853.99,1.4,1.83,84.32,81.87,0.0,1.0
2019-01-04 02:00:00,73.0,65.67,18.61,853.67,1.06,1.47,109.25,107.8,0.0,1.0
2019-01-04 03:00:00,73.0,72.06,17.45,853.59,0.74,1.07,128.15,132.6,0.0,1.0
2019-01-04 04:00:00,73.0,76.32,16.61,853.73,0.54,0.77,148.0,143.72,0.0,1.0
2019-01-04 05:00:00,73.0,76.69,16.45,854.24,0.53,0.76,162.6,162.78,0.0,1.0
2019-01-04 06:00:00,73.0,77.3,16.36,854.98,0.74,0.96,113.82,119.45,0.0,1.0
2019-01-04 07:00:00,73.0,72.29,17.93,855.73,0.58,0.86,185.73,172.83,0.0,1.0
2019-01-04 08:00:00,73.0,61.24,20.48,855.43,1.02,1.45,83.15,87.35,0.0,1.0
2019-01-04 09:00:00,73.0,49.08,24.03,855.07,0.86,1.56,178.9,154.62,0.0,1.0
2019-01-04 10:00:00,73.0,43.53,25.39,854.46,2.45,3.61,70.47,59.95,0.0,1.0
2019-01-04 11:00:00,73.0,40.16,26.7,853.36,2.67,4.29,67.08,83.8,0.0,1.0
2019-01-04 12:00:00,73.0,33.72,28.35,852.17,3.09,5.12,134.63,118.2,0.0,1.0
2019-01-04 13:00:00,73.0,29.29,29.52,850.95,3.34,5.5,156.8,106.37,0.0,1.0
2019-01-04 14:00:00,73.0,30.87,29.48,850.38,4.65,6.91,19.42,36.77,0.0,1.0
2019-01-04 15:00:00,73.0,37.73,28.65,850.38,4.66,7.14,33.52,41.75,0.0,1.0
2019-01-04 16:00:00,73.0,40.9,28.04,850.66,4.01,6.36,48.55,80.4,0.0,1.0
2019-01-04 17:00:00,73.0,44.34,26.91,851.2,2.96,4.47,37.98,41.5,0.0,1.0
2019-01-04 18:00:00,73.0,51.32,25.03,852.11,2.18,3.24,49.1,53.38,0.0,1.0
2019-01-04 19:00:00,73.0,58.86,23.95,853.03,2.73,4.1,29.85,46.9,0.0,1.0
2019-01-04 20:00:00,73.0,68.28,22.81,854.01,2.41,3.74,89.8,71.88,0.0,1.0
2019-01-04 21:00:00,73.0,71.96,22.0,854.54,0.87,1.58,176.97,174.73,0.0,1.0
2019-01-04 22:00:00,73.0,74.84,21.49,854.65,1.11,1.94,145.48,97.4,0.0,1.0
2019-01-04 23:00:00,73.0,78.11,20.92,854.53,1.21,1.97,124.15,100.47,0.0,1.0
2019-01-05 00:00:00,73.0,79.07,20.28,854.3,1.39,1.91,96.3,94.07,0.0,1.0
2019-01-05 01:00:00,73.0,79.26,19.72,853.86,0.94,1.32,114.58,102.07,0.0,1.0
2019-01-05 02:00:00,73.0,78.29,19.26,853.64,1.2,1.63,97.2,95.05,0.0,1.0
2019-01-05 03:00:00,73.0,80.87,18.84,853.63,1.25,1.69,106.0,96.37,0.0,1.0
2019-01-05 04:00:00,73.0,78.08,18.91,853.76,1.12,1.53,101.77,89.67,0.0,1.0
2019-01-05 05:00:00,73.0,79.11,18.5,853.9,0.36,0.55,156.7,152.18,0.0,1.0
2019-01-05 06:00:00,73.0,78.03,18.49,854.12,0.49,0.71,152.1,155.2,0.0,1.0
2019-01-05 07:00:00,73.0,74.82,19.49,854.85,0.63,0.88,177.95,178.0,0.0,1.0
2019-01-05 08:00:00,73.0,65.95,21.41,855.15,0.57,0.91,107.28,99.32,0.0,1.0
2019-01-05 09:00:00,73.0,57.29,23.09,854.76,1.61,2.62,102.52,97.82,0.0,1.0
2019-01-05 10:00:00,73.0,49.43,25.07,854.25,2.06,3.4,122.93,109.25,0.0,1.0
2019-01-05 11:00:00,73.0,44.46,26.42,853.38,2.69,3.98,70.27,64.55,0.0,1.0
2019-01-05 12:00:00,73.0,43.42,27.42,852.16,2.95,4.81,126.37,118.38,0.0,1.0
2019-01-05 13:00:00,73.0,44.88,27.39,851.28,3.15,4.79,39.37,61.15,0.0,1.0
2019-01-05 14:00:00,73.0,48.51,27.3,850.61,3.38,5.26,37.33,61.83,0.0,1.0
2019-01-05 15:00:00,73.0,56.1,26.72,850.63,4.14,6.41,47.08,68.82,0.0,1.0
2019-01-05 16:00:00,73.0,58.73,26.16,850.96,3.52,5.58,48.22,67.88,0.0,1.0
2019-01-05 17:00:00,73.0,63.76,24.85,851.48,3.64,5.56,40.92,39.03,0.0,1.0
2019-01-05 18:00:00,73.0,68.42,23.64,852.32,3.26,4.92,28.55,47.32,0.0,1.0
2019-01-05 19:00:00,73.0,73.21,22.9,853.11,2.98,4.44,27.12,36.77,0.0,1.0
2019-01-05 20:00:00,73.0,77.79,22.1,853.92,2.5,3.81,39.75,60.78,0.0,1.0
2019-01-05 21:00:00,73.0,80.41,21.56,854.38,1.78,2.92,67.6,100.88,0.0,1.0
2019-01-05 22:00:00,73.0,81.61,21.17,854.67,1.46,2.23,53.15,53.92,0.0,1.0
2019-01-05 23:00:00,73.0,82.07,20.63,854.41,1.04,1.7,81.12,80.77,0.0,1.0
2019-01-06 00:00:00,73.0,82.49,20.28,853.98,1.32,2.01,43.13,51.85,0.0,1.0
2019-01-06 01:00:00,73.0,84.51,20.0,853.44,1.6,2.6,109.85,81.83,0.0,1.0
2019-01-06 02:00:00,73.0,85.11,19.54,853.1,1.29,1.82,91.62,89.93,0.0,1.0
2019-01-06 03:00:00,73.0,85.63,19.31,853.09,1.25,1.67,103.2,112.83,0.0,1.0
2019-01-06 04:00:00,73.0,85.51,19.07,853.2,1.12,1.63,101.08,99.02,0.0,1.0
2019-01-06 05:00:00,73.0,84.47,18.94,853.55,1.36,1.9,93.23,91.05,0.0,1.0
2019-01-06 06:00:00,73.0,85.53,18.91,854.14,1.33,1.79,94.33,91.32,0.0,1.0
2019-01-06 07:00:00,73.0,83.48,19.4,854.82,1.3,2.0,72.77,82.18,0.0,1.0
2019-01-06 08:00:00,73.0,77.54,20.37,855.19,1.53,2.17,58.15,54.97,0.0,1.0
2019-01-06 09:00:00,73.0,70.54,21.71,855.12,1.33,2.41,135.45,148.55,0.0,1.0
2019-01-06 10:00:00,73.0,59.96,23.56,854.65,1.81,3.03,111.92,115.3,0.0,1.0
2019-01-06 11:00:00,73.0,52.07,25.13,853.83,2.07,3.42,98.68,90.1,0.0,1.0
2019-01-06 12:00:00,73.0,49.13,26.34,852.58,2.44,3.98,87.15,59.37,0.0,1.0
2019-01-06 13:00:00,73.0,47.72,27.01,851.5,3.3,5.19,68.98,76.02,0.0,1.0
2019-01-06 14:00:00,73.0,47.82,27.42,850.87,3.39,5.48,83.13,101.37,0.0,1.0
2019-01-06 15:00:00,73.0,53.75,26.66,850.56,4.03,6.44,60.77,67.18,0.0,1.0
2019-01-06 16:00:00,73.0,60.43,25.0,850.84,4.04,6.59,106.88,109.97,0.0,1.0
2019-01-06 17:00:00,73.0,64.83,23.62,851.57,3.3,5.32,35.58,43.92,0.0,1.0
2019-01-06 18:00:00,73.0,73.7,22.19,852.65,3.21,5.01,42.57,49.12,0.0,1.0
2019-01-06 19:00:00,73.0,78.68,21.38,853.72,1.93,3.19,131.62,133.27,0.01,1.0
2019-01-06 20:00:00,73.0,80.99,20.79,854.33,1.3,2.08,145.22,135.47,0.0,1.0
2019-01-06 21:00:00,73.0,81.39,20.4,854.85,1.24,1.93,137.6,151.33,0.03,1.0
2019-01-06 22:00:00,73.0,86.8,19.61,855.05,0.66,1.14,153.07,145.05,0.01,1.0
2019-01-06 23:00:00,73.0,87.36,19.41,854.93,0.72,0.96,118.03,120.03,0.0,1.0
2019-01-07 00:00:00,73.0,86.94,19.39,854.36,1.45,2.11,73.23,74.4,0.0,1.0
2019-01-07 01:00:00,73.0,87.09,19.26,854.18,1.23,1.64,80.42,66.23,0.0,1.0
2019-01-07 02:00:00,73.0,86.02,19.16,853.89,1.03,1.43,73.65,74.83,0.0,1.0
2019-01-07 03:00:00,73.0,85.59,19.09,853.67,1.12,1.44,87.7,94.33,0.0,1.0
2019-01-07 04:00:00,73.0,85.93,18.94,853.77,1.42,1.84,80.0,80.22,0.0,1.0
2019-01-07 05:00:00,73.0,85.9,18.93,854.17,1.56,2.03,94.28,88.15,0.0,1.0
2019-01-07 06:00:00,73.0,86.23,18.83,855.04,1.0,1.42,107.97,80.65,0.0,1.0
2019-01-07 07:00:00,73.0,84.98,19.02,855.86,1.21,1.69,68.78,75.35,0.0,1.0
2019-01-07 08:00:00,73.0,78.96,20.12,856.34,2.09,3.44,187.2,143.38,0.0,1.0
2019-01-07 09:00:00,73.0,70.94,21.48,856.36,2.74,4.33,88.2,124.42,0.0,1.0
2019-01-07 10:00:00,73.0,63.15,23.09,856.04,2.33,3.88,80.72,92.87,0.0,1.0
2019-01-07 11:00:00,73.0,54.66,24.48,855.34,2.52,4.31,110.6,90.2,0.0,1.0
2019-01-07 12:00:00,73.0,48.66,25.74,854.08,3.7,5.78,94.42,85.58,0.0,1.0
2019-01-07 13:00:00,73.0,49.33,25.63,853.18,4.14,6.58,72.25,80.22,0.0,1.0
2019-01-07 14:00:00,73.0,54.53,24.45,852.79,3.86,6.17,31.95,51.3,0.0,1.0
2019-01-07 15:00:00,73.0,58.45,23.36,852.9,3.34,5.0,38.12,44.92,0.0,1.0
2019-01-07 16:00:00,73.0,63.68,22.65,853.14,2.34,3.66,40.67,83.22,0.0,1.0
2019-01-07 17:00:00,73.0,66.89,22.29,853.4,1.99,3.17,76.22,78.5,0.0,1.0
2019-01-07 18:00:00,73.0,72.02,21.46,853.94,1.41,2.09,97.8,98.08,0.0,1.0
2019-01-07 19:00:00,73.0,74.4,20.97,854.56,1.22,1.97,127.88,103.48,0.0,1.0
2019-01-07 20:00:00,73.0,78.62,20.46,855.2,0.98,1.59,122.13,93.03,0.0,1.0
2019-01-07 21:00:00,73.0,80.53,20.02,855.34,1.3,1.98,88.32,71.93,0.0,1.0
2019-01-07 22:00:00,73.0,81.67,19.87,855.4,1.44,2.25,55.02,83.25,0.0,1.0
2019-01-07 23:00:00,73.0,81.83,19.71,855.38,1.6,2.68,82.37,102.35,0.0,1.0
2019-01-08 00:00:00,73.0,81.68,19.44,855.15,1.59,2.57,111.87,94.25,0.0,1.0
2019-01-08 01:00:00,73.0,81.24,19.04,854.8,1.95,3.08,98.38,79.43,0.0,1.0
2019-01-08 02:00:00,73.0,82.44,18.48,854.6,1.16,1.83,85.73,78.98,0.0,1.0
2019-01-08 03:00:00,73.0,84.57,17.82,854.76,1.32,1.71,72.42,74.8,0.0,1.0
2019-01-08 04:00:00,73.0,85.97,17.13,854.88,0.79,1.1,129.18,129.57,0.0,1.0
2019-01-08 05:00:00,73.0,87.49,16.39,855.1,0.44,0.65,129.22,128.8,0.0,1.0
2019-01-08 06:00:00,73.0,85.83,15.92,855.54,0.54,0.8,129.7,120.75,0.0,1.0
2019-01-08 07:00:00,73.0,83.3,16.24,856.36,0.5,0.7,132.3,139.7,0.0,1.0
2019-01-08 08:00:00,73.0,74.0,17.97,856.79,1.05,1.38,75.05,74.25,0.0,1.0
2019-01-08 09:00:00,73.0,61.08,20.21,856.66,1.0,1.48,112.12,104.7,0.0,1.0
2019-01-08 10:00:00,73.0,49.97,23.05,855.98,1.68,2.69,123.52,115.18,0.0,1.0
2019-01-08 11:00:00,73.0,42.88,25.01,855.1,2.56,4.05,83.95,81.17,0.0,1.0
2019-01-08 12:00:00,73.0,37.86,26.34,853.98,2.86,4.74,123.27,96.6,0.0,1.0
2019-01-08 13:00:00,73.0,35.21,26.91,852.83,3.65,5.78,54.98,101.22,0.0,1.0
2019-01-08 14:00:00,73.0,38.95,26.52,852.3,3.99,6.35,40.27,76.85,0.0,1.0
2019-01-08 15:00:00,73.0,45.24,25.81,851.99,3.75,5.9,38.98,68.1,0.0,1.0
2019-01-08 16:00:00,73.0,51.57,24.49,852.18,3.82,5.9,24.62,46.05,0.0,1.0
2019-01-08 17:00:00,73.0,59.14,22.99,852.96,3.11,4.97,31.18,43.07,0.0,1.0
2019-01-08 18:00:00,73.0,63.26,22.17,853.74,2.36,3.64,44.0,46.43,0.0,1.0
2019-01-08 19:00:00,73.0,68.11,21.6,854.45,1.24,2.0,62.65,85.4,0.01,1.0
2019-01-08 20:00:00,73.0,80.21,19.65,855.21,1.25,1.66,168.02,166.15,0.13,1.0
2019-01-08 21:00:00,73.0,87.22,18.45,855.95,1.68,2.24,222.32,223.53,0.42,1.0
2019-01-08 22:00:00,73.0,87.96,17.22,856.34,1.79,2.58,216.78,216.98,0.04,1.0
2019-01-08 23:00:00,73.0,88.16,16.85,856.18,1.42,1.98,222.78,225.67,0.09,1.0
2019-01-09 00:00:00,73.0,88.18,16.88,855.72,0.93,1.3,214.43,215.68,0.01,1.0
2019-01-09 01:00:00,73.0,88.73,17.09,855.22,1.12,1.51,208.55,215.87,0.0,1.0
2019-01-09 02:00:00,73.0,87.82,17.12,855.06,1.71,2.19,192.03,193.53,0.0,1.0
2019-01-09 03:00:00,73.0,85.09,17.2,854.88,1.51,1.9,193.77,193.3,0.0,1.0
2019-01-09 04:00:00,73.0,83.73,17.01,854.8,1.03,1.34,185.75,185.63,0.0,1.0
2019-01-09 05:00:00,73.0,85.28,17.0,855.28,1.26,1.59,186.42,187.62,0.0,1.0
2019-01-09 06:00:00,73.0,85.2,16.95,855.86,1.26,1.58,200.22,198.57,0.0,1.0
2019-01-09 07:00:00,73.0,82.8,17.29,856.65,1.01,1.4,199.83,203.92,0.0,1.0
2019-01-09 08:00:00,73.0,74.36,18.72,857.0,1.15,1.57,199.88,201.42,0.0,1.0
2019-01-09 09:00:00,73.0,63.53,20.33,856.66,1.59,2.38,259.37,259.18,0.0,1.0
2019-01-09 10:00:00,73.0,56.29,21.67,856.28,1.33,2.11,245.3,243.72,0.0,1.0
2019-01-09 11:00:00,73.0,50.47,23.44,855.49,1.2,1.86,217.78,220.77,0.0,1.0
2019-01-09 12:00:00,73.0,45.04,24.66,854.32,1.83,3.02,274.1,267.07,0.0,1.0
2019-01-09 13:00:00,73.0,43.06,25.4,853.19,1.92,3.06,248.93,254.27,0.0,1.0
2019-01-09 14:00:00,73.0,47.98,24.76,852.62,2.97,4.6,137.72,154.5,0.0,1.0
2019-01-09 15:00:00,73.0,60.14,22.17,852.86,3.04,5.0,46.43,49.73,0.0,1.0
2019-01-09 16:00:00,73.0,70.3,20.88,853.26,2.6,4.04,46.93,59.3,0.0,1.0
2019-01-09 17:00:00,73.0,73.09,20.25,853.64,1.62,2.58,80.98,54.38,0.0,1.0
2019-01-09 18:00:00,73.0,74.0,20.09,854.18,1.24,1.88,124.12,143.45,0.0,1.0
2019-01-09 19:00:00,73.0,76.7,19.74,854.92,0.82,1.3,95.55,121.8,0.0,1.0
2019-01-09 20:00:00,73.0,79.05,19.48,855.51,1.26,1.95,83.45,88.48,0.0,1.0
2019-01-09 21:00:00,73.0,79.96,19.19,855.61,1.18,1.87,111.9,102.12,0.0,1.0
2019-01-09 22:00:00,73.0,81.05,18.74,855.56,1.72,2.59,76.62,94.83,0.06,1.0
2019-01-09 23:00:00,73.0,87.56,17.46,855.61,1.3,1.75,47.13,52.13,0.03,1.0
2019-01-10 00:00:00,73.0,89.21,16.99,855.22,1.62,2.08,31.57,30.57,0.0,1.0
2019-01-10 01:00:00,73.0,89.62,16.82,854.53,0.97,1.3,53.03,49.33,0.0,1.0
2019-01-10 02:00:00,73.0,89.66,16.82,854.02,0.89,1.16,109.62,130.45,0.0,1.0
2019-01-10 03:00:00,73.0,89.99,16.86,853.96,0.71,1.02,79.17,89.1,0.0,1.0
2019-01-10 04:00:00,73.0,90.04,16.72,854.27,0.79,1.14,83.85,90.87,0.0,1.0
2019-01-10 05:00:00,73.0,88.51,16.7,854.45,0.7,1.0,100.03,107.55,0.0,1.0
2019-01-10 06:00:00,73.0,88.92,16.62,854.93,0.54,0.74,146.93,146.92,0.0,1.0
2019-01-10 07:00:00,73.0,87.77,17.12,855.82,1.23,1.57,101.73,93.47,0.0,1.0
2019-01-10 08:00:00,73.0,81.14,18.34,856.23,1.79,2.7,82.87,63.87,0.0,1.0
2019-01-10 09:00:00,73.0,71.03,20.06,855.94,2.26,3.47,131.8,103.78,0.0,1.0
2019-01-10 10:00:00,73.0,59.14,22.02,855.26,2.1,3.39,151.87,107.7,0.0,1.0
2019-01-10 11:00:00,73.0,51.96,23.52,854.35,2.2,3.47,123.97,88.58,0.0,1.0
2019-01-10 12:00:00,73.0,52.54,23.72,853.36,3.84,5.92,68.83,86.77,0.0,1.0
2019-01-10 13:00:00,73.0,50.95,24.23,852.25,3.74,5.74,67.98,93.93,0.0,1.0
2019-01-10 14:00:00,73.0,59.38,22.3,852.11,3.75,6.05,48.25,65.08,0.0,1.0
2019-01-10 15:00:00,73.0,64.71,21.28,852.29,3.24,4.92,59.4,63.12,0.0,1.0
2019-01-10 16:00:00,73.0,65.2,21.22,852.5,3.12,4.91,65.65,65.78,0.0,1.0
2019-01-10 17:00:00,73.0,69.82,20.35,853.03,2.37,3.9,37.98,65.88,0.0,1.0
2019-01-10 18:00:00,73.0,75.01,19.36,853.7,2.54,3.95,80.88,53.2,0.0,1.0
2019-01-10 19:00:00,73.0,75.81,18.98,854.42,2.2,3.56,85.83,70.97,0.0,1.0
2019-01-10 20:00:00,73.0,76.28,18.74,855.11,2.32,3.52,53.43,73.42,0.0,1.0
2019-01-10 21:00:00,73.0,79.06,18.44,855.34,1.73,2.68,43.32,70.07,0.0,1.0
2019-01-10 22:00:00,73.0,81.18,18.2,855.38,2.22,3.12,39.85,44.53,0.0,1.0
2019-01-10 23:00:00,73.0,80.43,18.14,855.11,1.57,2.4,90.02,95.62,0.0,1.0
2019-01-11 00:00:00,73.0,80.6,18.01,854.78,1.51,2.51,121.92,130.8,0.0,1.0
2019-01-11 01:00:00,73.0,82.32,17.8,854.27,1.12,1.61,80.47,75.82,0.0,1.0
2019-01-11 02:00:00,73.0,83.65,17.5,853.96,1.57,2.48,117.7,78.78,0.0,1.0
2019-01-11 03:00:00,73.0,83.75,17.16,853.98,1.82,2.94,74.7,74.93,0.0,1.0
2019-01-11 04:00:00,73.0,84.42,16.98,854.2,1.46,2.38,100.43,108.5,0.0,1.0
2019-01-11 05:00:00,73.0,84.38,16.93,854.68,1.45,2.27,49.32,71.88,0.0,1.0
2019-01-11 06:00:00,73.0,84.6,16.84,855.08,1.5,2.05,74.13,67.68,0.0,1.0
2019-01-11 07:00:00,73.0,81.89,17.49,855.85,1.54,2.01,71.07,63.75,0.0,1.0
2019-01-11 08:00:00,73.0,69.77,19.53,856.02,1.44,1.97,84.05,82.05,0.0,1.0
2019-01-11 09:00:00,73.0,56.79,21.22,855.77,1.65,2.54,54.08,43.4,0.0,1.0
2019-01-11 10:00:00,73.0,48.27,22.88,855.48,1.76,2.66,140.47,93.33,0.0,1.0
2019-01-11 11:00:00,73.0,44.49,24.24,854.57,1.76,2.9,132.72,150.4,0.0,1.0
2019-01-11 12:00:00,73.0,45.16,24.74,853.46,3.8,5.9,34.97,66.53,0.0,1.0
2019-01-11 13:00:00,73.0,47.83,24.79,852.44,4.14,6.64,45.18,77.35,0.0,1.0
2019-01-11 14:00:00,73.0,49.65,24.79,851.81,4.31,6.81,38.67,85.05,0.0,1.0
2019-01-11 15:00:00,73.0,51.5,24.06,851.71,4.97,7.82,66.48,73.82,0.0,1.0
2019-01-11 16:00:00,73.0,56.87,22.58,852.08,4.28,7.02,42.4,55.63,0.0,1.0
2019-01-11 17:00:00,73.0,60.79,21.7,852.6,2.99,4.83,47.8,77.27,0.0,1.0
2019-01-11 18:00:00,73.0,68.28,20.56,853.15,2.48,3.81,44.63,57.3,0.0,1.0
2019-01-11 19:00:00,73.0,72.67,19.94,853.83,2.62,3.98,58.88,51.7,0.0,1.0
2019-01-11 20:00:00,73.0,74.87,19.51,854.52,2.69,3.97,55.07,45.8,0.0,1.0
2019-01-11 21:00:00,73.0,75.45,19.29,854.93,2.14,3.16,42.72,53.28,0.0,1.0
2019-01-11 22:00:00,73.0,76.88,19.03,855.07,1.67,2.52,96.77,69.38,0.0,1.0
